"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"Veh_24h"	"Veh_24h.1"	"Veh_24h.2"	"Veh_24h.3"	"Veh_24h.4"	"Veh_24h.5"	"5uM_24h"	"5uM_24h.1"	"5uM_24h.2"	"5uM_24h.3"	"5uM_24h.4"	"5uM_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"	"Veh_48h"	"Veh_48h.1"	"Veh_48h.2"	"Veh_48h.3"	"Veh_48h.4"	"Veh_48h.5"	"5uM_48h"	"5uM_48h.1"	"5uM_48h.2"	"5uM_48h.3"	"5uM_48h.4"	"5uM_48h.5"	"10uM_48h"	"10uM_48h.1"	"10uM_48h.2"	"10uM_48h.3"	"10uM_48h.4"	"10uM_48h.5"	"Veh_72h"	"Veh_72h.1"	"Veh_72h.2"	"Veh_72h.3"	"Veh_72h.4"	"Veh_72h.5"
"N-acetylthreonine"	718450	672335	686544	689207	653507	691315	1042417	1053156	1044635	1063273	980659	1067919	774059	763200	1122518	940488	1146478	1080914	1004632	1045969	992477	816420	1010500	955247	1133998	1197268	1114455	1078557	1132740	1133176	1645678	1610699	1864247	301609	1687929	1771149	1259452	1301343	1780976	848405	1705081	1890544	1369017	1191840	1357137	1184350	1266366	1206969	1238867	1081157	1243947	1090941	959869	912260	1754515	1714315	2357621	2322694	2633110	2287272
"N-acetylvaline"	NA	NA	NA	NA	NA	NA	49352	NA	NA	NA	NA	NA	NA	NA	NA	NA	40658	42740	NA	NA	36521	NA	38744	NA	NA	31984	NA	NA	NA	41324	53004	55422	77747	NA	49514	47732	NA	NA	70505	66013	59442	40959	49281	31501	45111	NA	40775	24242	NA	NA	44584	NA	NA	31427	85856	45784	82990	81076	83002	72572
"N-carbamoylaspartate"	295452	345405	231614	239629	292798	367097	1953891	3450257	2400171	1982860	1691067	3467264	344575	509381	4146998	2989085	3826425	4860562	459141	630575	790164	606275	696528	1019811	358019	491455	412564	368241	594923	592240	4615632	4945894	3534486	502254	2833949	6168399	3016289	3329185	5015459	1635900	3251262	6188120	1653181	1354271	1353497	1086718	1138641	1331688	549793	638303	550448	351177	502559	417714	3399424	3613534	5980852	4000480	7686180	8074505
"N-delta-acetylornithine"	NA	NA	NA	NA	NA	NA	NA	64122	62890	73839	NA	66122	NA	NA	80456	57528	46527	65992	NA	NA	NA	NA	NA	40074	NA	NA	NA	45609	NA	NA	100186	96824	149074	NA	188487	NA	74398	NA	81547	NA	NA	156841	NA	31357	47584	72646	48498	NA	57666	NA	NA	17548	64436	NA	171575	NA	194965	230855	186520	306703
"N-formylmethionine"	131275	137123	116636	126106	128197	133592	230525	240543	235510	227338	235519	233947	146949	143063	259358	212547	267617	260349	198138	229816	201465	161392	184319	182090	213844	228006	204993	189571	209374	196676	420546	400754	445595	54686	421256	419655	299231	313541	390078	161397	382182	436160	262165	229050	263526	232847	248756	227451	220026	212573	204629	194214	166464	163156	394851	384685	521749	537201	605437	606610
"N-glycolylneuraminate"	NA	NA	NA	NA	NA	NA	47169	NA	48710	57890	NA	56372	NA	NA	40196	NA	NA	36331	NA	35894	24607	NA	NA	27717	69184	37799	NA	28083	35127	81339	21580	36557	NA	NA	28376	52163	NA	40061	29330	NA	NA	20991	75007	62109	22017	NA	NA	32258	73646	82883	NA	29485	NA	NA	42826	NA	88788	59902	75917	100396
"N-methylproline"	202425	195810	NA	148230	103002	NA	251280	293280	348945	317468	93891	328781	NA	NA	288450	124280	287174	250888	267630	201367	157435	133069	NA	58909	318675	NA	322545	157306	255417	211228	196579	237183	517144	NA	NA	265562	271750	240745	325462	124397	197301	467696	176340	275095	158644	353189	219312	202026	282689	225924	160878	132645	326330	175281	533982	169996	597724	410088	331155	470935
"N-palmitoyl-sphingosine (d18:1/16:0)"	817436	586294	588446	830318	659794	1003925	421583	715234	619455	685851	223065	648668	507311	783915	420673	940616	555521	853425	650747	901799	737660	687712	599682	819570	459087	986268	504156	577644	1043908	1474882	1379610	2570913	767571	114866	1327015	2656981	1540654	1626336	1261920	902389	791911	2036407	1333171	1685246	876513	1418844	595630	1566334	697192	1423879	794384	673821	594220	713185	2079666	3038241	1944307	2058819	2884805	3172410
"N-stearoyltaurine"	NA	NA	66467	NA	55808	41222	110267	107261	74596	92452	NA	128263	NA	NA	108219	NA	117950	121592	118933	127775	135052	90182	NA	85951	59961	95959	107336	57548	NA	118507	163970	105397	139570	NA	157132	157219	108025	115812	200854	NA	127072	148129	137249	182754	186579	137861	146983	150276	NA	89313	141249	NA	NA	95460	182170	152833	245480	188340	292475	276864
"N2-acetyllysine/N6-acetyllysine"	NA	95873	65874	32963	NA	51687	111126	82372	31181	100919	78330	105595	NA	NA	104725	85580	121638	41588	74511	NA	NA	22277	45829	45276	89376	NA	71416	NA	46885	72971	100085	63353	219771	NA	62746	115430	62072	80523	92040	NA	94009	90576	98161	98761	49782	67808	85495	73324	71984	65573	63142	NA	77497	73849	189770	61056	275638	137437	223245	219493
"N6,N6,N6-trimethyllysine"	439871	725000	616793	378136	379789	344160	832818	959851	529972	908671	441017	826780	307649	526856	840722	402856	1016421	606420	811370	622776	529400	451759	410395	499196	1128240	694058	837974	670193	625900	1017431	1184627	1206534	1544548	163684	1197543	1364867	932359	1100308	1237781	516464	1074238	887979	1512514	1458902	810822	1393853	895551	1006188	1500147	1280394	982617	836724	1134731	984176	2049862	1100037	2834186	1752839	2569178	2774547
"nicotinamide"	3981661	6211377	5401754	4441349	4280894	5424110	6554536	6934985	6720471	6446639	5967879	7102750	3233169	6797061	7856468	5472729	8439571	6850403	5931641	7085914	5957501	4669895	4339292	5446386	5811292	5579726	5986870	3970963	5608932	6475888	6278546	10053018	8987065	2515848	9388899	8241312	7323279	9698195	7287539	5042880	6837815	7423275	8212043	9532263	7250873	8146267	7408822	6310207	7709515	9767741	5486146	5300642	7645944	5979066	12533872	14647314	11490513	10990112	16429355	12347269
"nicotinamide adenine dinucleotide (NAD+)"	5877781	5834348	5386179	5743688	5205226	5415670	8584282	8097277	7524427	8431206	8272009	8139233	5974065	5808503	7651618	7660636	7733684	7890077	7119275	6752949	6737183	6729758	6214422	6178835	6730201	6820238	6465745	6103718	6707996	5704157	11495897	11914672	10780724	2904017	10868113	10900964	9053457	9661851	10579926	6140548	10914255	11756167	8523985	8021274	8390864	7368102	7702847	7428317	7081647	7190871	6382132	6393930	5419294	5058875	12364042	11361263	13513906	14301956	14481184	14646232
"nicotinamide adenine dinucleotide reduced (NADH)"	368857	178830	345297	434413	414266	310944	409953	371414	884428	1072723	416311	629582	463377	373335	919334	830795	791137	935680	588555	532606	533084	377882	539517	498003	741075	672759	557373	742690	633017	757210	1674887	1256421	2244182	300690	1633450	2767457	812247	588878	1887302	714379	1390580	2221296	1033855	842080	896847	982845	916084	831835	961656	570996	751281	659972	533444	570165	1440204	943864	4269366	3855466	2635413	3481382
"nicotinamide ribonucleotide (NMN)"	33436	NA	36207	19221	22870	25733	109703	127726	42362	84585	62070	126014	18664	NA	76950	46432	113867	58366	59011	43121	49925	44431	NA	43292	111000	47841	64259	36475	63287	95164	135213	121849	150577	13018	71076	120842	87960	107989	69635	57263	104318	113923	107831	159261	101836	128539	81936	92918	144633	85794	54030	78333	131749	97712	708693	107801	248750	191614	87136	291685
"nicotinamide riboside"	65415	146662	123140	64913	88080	104780	145068	196239	81310	182398	73342	189537	49308	130774	185401	85619	203948	72072	227432	194705	145887	125982	93937	115064	360889	138529	261520	137841	171401	316617	118756	145794	296811	31660	149250	219907	189384	203918	157713	92463	147979	184167	302525	245739	169606	332489	215150	228603	388948	363252	154367	146337	259438	209184	250609	105902	397254	278857	247316	351815
"O-methyltyrosine"	174769	344601	317225	166110	154194	263182	651255	592996	172260	579342	443002	630647	257352	413854	657055	347722	653720	346587	534434	386219	305143	316596	202341	286807	632185	256948	547491	310965	376137	578515	423216	431325	1011587	155070	416980	574920	672243	760860	611266	370678	511369	525710	602446	529747	406485	629014	390287	399412	535030	406906	344158	325407	382972	346589	919236	214007	1068566	536507	783840	1079096
"octanoylcarnitine"	90221	173229	42339	63643	51975	43515	112474	110961	NA	NA	107364	123904	34834	52057	NA	NA	50057	NA	50137	51916	54034	63584	NA	73428	49820	74401	33961	48657	65112	70406	70039	102989	48166	NA	31045	NA	32633	41184	NA	NA	32864	NA	27053	31556	NA	NA	NA	33829	NA	NA	33339	15009	NA	NA	57877	51255	53029	40507	61275	43696
"oleamide"	1571155584	1584293760	1897207168	1652370688	1670834816	1779945472	2128638976	1567572352	1329297408	1655129984	1173860224	2264186112	1296413952	437482112	1715299456	1966921728	1770242560	1654323968	1663729664	2039852544	1934604160	2545783296	1587776640	2960426240	1371181312	1783987840	2470280448	1579058560	2425969664	1401150848	2003008896	1777124480	3557242624	1612517376	1519383680	1862669440	1673659520	1121930624	2342586880	1869884800	1889693696	1904007296	2829641984	1721970816	2645133568	2065843712	2173538048	1762308224	1307487872	2689074944	2588250624	1707482496	1455843328	2292271616	1772843776	1903753344	2001143680	2977134080	3102579712	2005993600
"oleoylcarnitine"	1605137	2620668	1177989	1334427	1522061	1517578	1147728	1067271	520530	480860	928816	697004	552861	382981	407049	479118	423560	422189	1022910	1352369	1345732	1316764	1396550	1296733	1192692	1426855	1086172	1486108	2023753	1682033	730007	803312	290262	NA	357321	336482	334723	316182	313047	166755	272756	364550	517948	614840	643008	407156	603905	596824	600405	659122	793262	624517	522652	541241	321558	336714	334498	363734	316118	277532
"ophthalmate"	79792	NA	157407	91781	93683	100811	84932	204177	92248	219976	106861	191903	NA	NA	153570	86149	219479	87911	151127	110736	97022	77032	85916	108788	185053	101473	151951	28171	NA	252268	131263	161102	239496	51713	123189	234242	148440	166244	106098	93534	121240	143013	306526	218774	121033	254570	NA	NA	280652	250602	126449	NA	258366	NA	312673	159868	586666	284040	326548	669451
"ornithine"	1172371	1387036	1684851	1186943	1356974	1419731	3555934	3823806	2670538	5188796	2688152	4006610	2074929	3197989	4351652	2782565	4863539	2535576	3645263	2713206	1860770	1788185	1685265	1976883	4343298	2144605	3514276	2403250	2417792	3205771	3892627	4641689	11879010	2317460	7720328	10364006	7749281	7973311	4858862	3149139	7264183	6823311	5889927	4805333	3619400	5781937	4622425	3980631	4558076	3897136	3647329	3399785	3898956	3809620	16904252	9220708	24070024	13262012	15987416	20905896
"orotate"	191023	179860	67328	121197	188544	196845	1465547	1263529	976590	1167982	1178809	991298	356977	331007	1803984	1844880	1522338	1674640	332682	410554	471304	394342	624559	538524	300048	305630	278257	244671	378418	309626	2028669	1209613	2066613	578175	1520763	1740530	1015870	1150034	1651121	1314009	2176089	1737679	766302	529534	532379	395078	561527	402536	350595	256137	203258	169839	150065	137086	1736139	529885	2249936	2949220	3298461	2538001
"orotidine"	1174832	892736	711432	1043084	742043	754192	2473403	2261900	1965189	2511779	1967482	2093066	1106897	1232759	2100775	2277127	2804049	2434257	1880633	2127466	1404264	1489845	1617371	1540359	1725583	2074947	1570426	1597447	1632040	1466890	6042043	5973956	5678407	1349054	5407212	6137860	4357617	4345050	5760187	2947691	5782559	5993223	3908731	2979378	3234214	3379853	2993127	2805274	2330303	2089204	1868879	1945439	1617041	1567061	7592627	6599789	6808362	9584387	8505502	7251385
"palmitic amide"	98471760	98886256	111187480	106765368	101515056	102573704	132282312	94685880	86603344	108716352	66769992	110355904	86449008	27109666	109077760	135330128	110503440	116575256	101817136	122413296	132357120	159982016	116343688	127566376	94950872	125078328	86687064	108886288	95760992	94681968	127346216	124540784	175217936	113221208	97396120	145498896	112787672	80395288	145626640	134469504	119883656	124330344	121060472	119453840	104735568	69968040	76225432	123790920	91554072	107818952	93401344	55954920	96694896	157360816	114661680	115419224	135665856	179895152	130506288	141700960
"palmitoleoylcarnitine*"	438803	818666	350832	293360	405676	419921	370496	285535	120748	141734	306437	258503	144130	110552	108696	134417	145044	134845	270684	285646	350467	382578	288381	350191	250752	297791	263955	328240	408623	356464	184550	221436	84575	NA	NA	78123	NA	74907	NA	38941	77615	61761	83512	93765	93110	90573	106413	68592	101094	102067	110043	104177	NA	126835	76670	79160	84560	88208	50998	43960
"palmitoyl dihydrosphingomyelin (d18:0/16:0)*"	906188	818029	645444	828796	945798	1034801	557156	777307	869709	1009937	588387	746352	748220	798317	652596	1219027	631460	826034	764048	930714	803390	847276	669548	818059	412771	748217	451095	639594	869674	822877	938209	1825177	574402	207295	984648	1302977	1258546	1299579	1013472	756200	825826	1435419	851818	1115786	776052	833134	447286	821854	475024	713721	440787	474067	394121	370059	1229707	1557361	723016	1227345	1513874	1476020
"palmitoyl sphingomyelin (d18:1/16:0)"	26005296	20655228	20565600	25222092	24884242	27095122	17791680	22540502	27224002	33740592	20953246	24938320	22927672	23604308	24746966	39621828	20540184	27522818	25474838	30592986	28823978	30606780	25062756	29365912	17397796	26488850	19595024	26623236	33262410	33471336	31718676	56529712	23520062	6500747	40747260	44325576	36063200	39678608	37985816	24393816	29813504	50747524	30948944	38722644	25618006	29755256	20661550	34511920	19756292	26290500	20499938	18467420	18508324	16114550	41661708	50304868	37039700	47859668	63676584	64783336
"palmitoylcarnitine"	1318754	2525933	1009762	1140658	1392490	1420779	1221287	1124157	508243	616610	1149525	770930	613481	440276	453506	504884	534247	539039	932628	1141288	1300689	1257588	1202123	1090070	1015805	1150450	894415	1236506	1541251	1371202	1322831	1393156	556765	171217	761148	657762	465282	524607	599244	368657	545255	686709	746694	631269	726899	485354	594419	645404	563159	628391	587627	588438	530289	501627	763056	658789	940427	1075513	847164	788964
"pantothenate"	92308912	192616416	180922336	88792728	134185328	136473136	193360176	222156496	125771296	219283600	137694016	210805648	140245968	148428688	220554976	114217248	251269072	115456472	259718080	160464416	140178896	169954720	145425744	147996704	300338272	160694064	255864832	163851760	195832704	290488576	106098056	133843104	245769296	31730038	110742136	152328256	195371440	209091904	136299424	97400792	159417168	128757992	244686816	230091808	138209360	228577216	150556608	134195352	214023216	200587552	112583544	123759976	176048688	180714288	188097952	80201008	188186576	139681792	111204264	192032672
"penicillin G"	950545	644902	1175017	1519523	1936684	822016	1446381	1118277	1777801	1594050	1053559	1091626	1061568	816008	1310589	948428	1698486	930483	1146780	947833	584404	867161	771500	578239	1405413	1106288	939565	996430	1229558	804848	1836511	1673800	1806210	437936	2006034	1760658	1309091	1252434	1466744	814590	1704592	1535381	1104958	961161	782048	1002172	1802556	866540	1280486	1015308	1622960	1125847	849316	825030	1236312	928708	1983053	1761172	1742375	1789624
"phenol red"	96381	71941	184909	171485	220203	143618	133055	86560	205951	150582	89855	83645	91211	65973	128613	97959	176999	128556	148342	149139	117356	88730	100195	103914	183528	166519	172892	156510	186244	145332	160862	128816	192909	15516	252559	191249	140567	120501	132185	57132	214729	175118	165145	161381	189870	142822	288979	171841	232513	179793	248270	210176	158197	141909	173289	138030	214251	210295	259312	212744
"phenol sulfate"	36753	32959	29054	41813	39949	38436	NA	41232	34515	43612	49496	38095	37330	38771	38872	47946	36489	42882	44921	56507	51619	34215	45414	34834	72633	43054	50471	38372	52902	38495	38965	26467	56433	NA	41169	54816	41814	46165	31368	32018	62096	39948	52341	65599	59531	39225	77893	59491	48219	45390	46412	47211	76669	43063	49451	46127	66227	54155	73079	60237
"phenylacetylglycine"	407608	401459	467106	471363	486507	514395	798727	798690	766687	793609	791097	777768	723616	668172	857141	812058	878418	850440	988130	1012781	1008812	880311	774073	774096	988501	1081047	1057940	1034809	921242	905115	1352412	1336566	1590395	304824	1486911	1508028	1338411	1385786	1506520	728414	1450668	1467741	1753825	1645988	1812648	1728087	1626592	1518122	1562372	1461368	1627275	1537852	1147301	1151891	1682712	1652765	1765203	1741591	1972948	1817075
"phenylalanine"	10344701	12567332	13751220	7492249	8448862	9280628	18447170	19126960	20110352	23576776	15462547	22050508	9453652	12108161	21241180	10763535	22987204	16378587	15881638	12263978	12409738	10263568	10995498	10123573	19115736	14085572	17020086	11060265	13027329	18580710	22502394	22297116	31800890	4409345	24957422	30146706	17563310	19019402	14960774	7384936	18313868	18053554	16835820	14595631	11951604	18499028	14050948	14432846	16271916	13894204	13796566	9729838	15860959	13859897	31709982	21827580	46469016	21057082	38805976	40599520
"phosphate"	358903424	375361728	335899744	321237152	348019040	346163488	374221312	350936160	340335968	331127680	380817888	363390048	387311168	343363040	334708864	305047808	333547072	346151968	346626176	366759488	368779904	335799456	342035936	355150016	342566400	344391872	371501504	369934432	327243456	321713248	348775584	319947136	367832480	154568928	346147552	352210880	332969888	341969248	365281344	270000576	368062848	361399840	330088096	331673568	382538688	356304960	346404352	321622272	358923808	331719904	360522144	372845184	336031360	371027136	341988032	295755328	310207616	310475168	337513760	308480768
"phosphoenolpyruvate (PEP)"	192185	67115	191592	220581	155402	145406	217185	252662	297217	326875	115038	127693	238879	227802	339039	370463	495261	460562	257708	224959	181121	160414	177438	153922	175134	245396	178845	204207	245091	214851	412115	540756	727258	90916	593953	588159	362194	262139	406702	136359	553231	551752	303611	240679	284019	277303	310737	273849	208231	183476	180785	159370	202906	160575	451273	382062	1007746	1069007	1341617	1136193
